key	grade	label	bucket	checks
ilogic.lut_a_z	EMIT	hardware-run	OVERSTATED	citation-repair-negative-half
ilogic.lut_b	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
ilogic.op_base	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
ilogic.outmod	EMIT	hardware-run	OVERSTATED	citation-repair-negative-half;coverage-keys-vs-raw
ilogic.srcA	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
ilogic.srcB	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
ilogic.z6	OTHER	single-template-inference	UNCHECKABLE	
ilogic.z8	OTHER	single-template-inference	UNCHECKABLE	
ilogic.z9	OTHER	single-template-inference	UNCHECKABLE	
imad.b0bit7	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
imad.b11	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
imad.b1hi	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
imad.b2_bit0	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
imad.b2_fmt	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
imad.b9	EMIT	isolated-byte-diff	UNCHECKABLE	
imad.dst	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
imad.lenbit	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
imad.mulsel	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
imad.opmode	EMIT	hardware-run	UNCHECKABLE	
imad.srcB	EMIT	hardware-run	UNCHECKABLE	
imad.srcC_lo	EMIT	hardware-run	UNCHECKABLE	
imad.store_en	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
imageblock_load._instruction	OTHER	corpus-correlation	UNCHECKABLE	
imageblock_load.slice_off	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
imageblock_store.b4	OTHER	single-template-inference	UNCHECKABLE	
imageblock_store.slice_off	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
imageblock_store.src	OTHER	untested	UNCHECKABLE	
iminmax.dst	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
iminmax.dst_full	EMIT	hardware-run	UNCHECKABLE	
iminmax.fmt	EMIT	isolated-byte-diff	UNCHECKABLE	
iminmax.sel	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
iminmax.selhi	EMIT	isolated-byte-diff	UNCHECKABLE	
iminmax.srcA	EMIT	hardware-run	UNCHECKABLE	
iminmax.srcB	EMIT	hardware-run	UNCHECKABLE	
int_alu_ehi.b5	OTHER	tokenization-only	UNCHECKABLE	
int_alu_ehi.flags	OTHER	tokenization-only	UNCHECKABLE	
int_alu_ehi.opmode	OTHER	tokenization-only	UNCHECKABLE	
int_alu_ehi.srcB	OTHER	tokenization-only	UNCHECKABLE	
int_alu_ehi.srcC	OTHER	tokenization-only	UNCHECKABLE	
int_alu_ehi.srcdesc	OTHER	tokenization-only	UNCHECKABLE	
irotate._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
irotate.b2	EMIT	hardware-run	UNCHECKABLE	
irotate.operands	OTHER	untested	UNCHECKABLE	
irotate.tail	EMIT	isolated-byte-diff	UNCHECKABLE	
isel10.cc	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.cmpA	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.cmpB	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.cmp_mode	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.dst	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.flags	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.opsel	EMIT	isolated-byte-diff	UNCHECKABLE	
isel10.selFalse	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10.selFalse_file	EMIT	isolated-byte-diff	UNCHECKABLE	
isel10.selTrue	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel10_c.cmpA	OTHER	untested	UNCHECKABLE	
isel10_c.cmpB	OTHER	untested	UNCHECKABLE	
isel10_c.cmp_mode	OTHER	untested	UNCHECKABLE	
isel10_c.flags	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
isel10_c.selFalse	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
isel10_c.selFalse_file	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
isel10_c.selTrue	OTHER	untested	UNCHECKABLE	
isel8.cc	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel8.cmpA	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
isel8.cmpB	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
isel8.cmp_mode	EMIT	hardware-run	UNCHECKABLE	
isel8.dst	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel8.flags	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel8.opsel	EMIT	isolated-byte-diff	UNCHECKABLE	
isel8.selTrue	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel_reg.cmpA	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel_reg.cmpB	OTHER	untested	SUPPORTED	outcomes-histogram-vs-raw
isel_reg.cmp_mode	OTHER	untested	SUPPORTED	outcomes-histogram-vs-raw
isel_reg.dst	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel_reg.selFalse	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel_reg.selFalse_file	EMIT	isolated-byte-diff	UNCHECKABLE	
isel_reg.selTrue	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
isel_reg8.cmpA	OTHER	untested	UNCHECKABLE	
isel_reg8.cmpB	OTHER	untested	UNCHECKABLE	
isel_reg8.cmp_mode	OTHER	untested	UNCHECKABLE	
isel_reg8.flags	OTHER	untested	UNCHECKABLE	
isel_reg8.selTrue	OTHER	untested	UNCHECKABLE	
ishift.form	EMIT	isolated-byte-diff	UNCHECKABLE	
ishift.op8	EMIT	isolated-byte-diff	UNCHECKABLE	
ishift.opB	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
ishift.pad9	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
ishift.shamt	EMIT	hardware-run	UNCHECKABLE	
ishift.srcA	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
ishift.src_cache	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
ishift.src_class	EMIT	hardware-run	UNCHECKABLE	
iter.b9	OTHER	single-template-inference	UNCHECKABLE	
iter.dst	EMIT	isolated-byte-diff	UNCHECKABLE	
iter.grp	EMIT	hardware-run	UNCHECKABLE	
iter.mode	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
iter.src_slot	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
iter_at._instruction	EMIT_INSTR	isolated-byte-diff	UNCHECKABLE	
iter_at.dst	EMIT	isolated-byte-diff	UNCHECKABLE	
iter_at.grp	EMIT	isolated-byte-diff	SUPPORTED	coverage-keys-vs-raw
iter_at.loc	EMIT	hardware-run	UNCHECKABLE	
iter_flat._instruction	EMIT_INSTR	isolated-byte-diff	UNCHECKABLE	
iter_flat.b4	EMIT	hardware-run	UNCHECKABLE	
iter_flat.b5	EMIT	isolated-byte-diff	UNCHECKABLE	
iter_flat.sel	EMIT	isolated-byte-diff	UNCHECKABLE	
iunary.b1	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
iunary.dst	EMIT	hardware-run	UNCHECKABLE	
iunary.opsel	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
iunary.src	EMIT	hardware-run	UNCHECKABLE	
iunary.srcdesc	EMIT	isolated-byte-diff	UNCHECKABLE	
jump.branch_ctrl	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
jump.link	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
jump.offset	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
jump_cond.cf_scope	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
jump_cond.offset	OTHER	untested	UNCHECKABLE	
jump_cond.reserved	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
link_save_restore._instruction	OTHER	corpus-correlation	UNCHECKABLE	
link_save_restore.b3	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
link_save_restore.dir_offset	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
link_save_restore.reserved7	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.a_desc	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.a_reg	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.acc_en	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.b11_rsv	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
matrix_mac.b_reg	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.c_neg_all	EMIT	hardware-run	SUPPORTED	hand-adjudicated
matrix_mac.c_neg_half	EMIT	hardware-run	SUPPORTED	hand-adjudicated
matrix_mac.c_src	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.dst	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.dst_desc_lo	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
matrix_mac.dst_en	EMIT	hardware-run	SUPPORTED	hand-adjudicated
matrix_mac.dtype	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.mode	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.op_enable	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
matrix_mac.pad4	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
mem_fence.b5	OTHER	corpus-correlation	UNCHECKABLE	
mem_fence.memclass	OTHER	corpus-correlation	UNCHECKABLE	
mem_fence.sub	OTHER	corpus-correlation	UNCHECKABLE	
mesh_out_src.sel	OTHER	tokenization-only	UNCHECKABLE	
mov_imm._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
mov_imm.dst	EMIT	hardware-run	UNCHECKABLE	
mov_imm.imm_top	EMIT	hardware-run	SUPPORTED	agreement-vs-raw;coverage-keys-vs-raw
mov_zext16._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
mov_zext16.extend	EMIT	hardware-run	UNCHECKABLE	
mov_zext16.src_flag	EMIT	hardware-run	UNCHECKABLE	
mov_zext16.src_reg	EMIT	hardware-run	OVERSTATED	citation-repair-negative-half
mov_zext16.subform	EMIT	hardware-run	UNCHECKABLE	
n2_op10.dst	EMIT	isolated-byte-diff	UNCHECKABLE	
n2_op10.immword	OTHER	tokenization-only	UNCHECKABLE	
n2_op10.opdesc	OTHER	tokenization-only	UNCHECKABLE	
n2_op10.opsel	OTHER	tokenization-only	UNCHECKABLE	
n2_op10.src	OTHER	tokenization-only	UNCHECKABLE	
n2_op6._instruction	OTHER	corpus-correlation	UNCHECKABLE	
n2_op6.dst	EMIT	hardware-run	UNCHECKABLE	
n2_op6.imm_sel	EMIT	hardware-run	UNCHECKABLE	
n2_op6.opA	EMIT	hardware-run	UNCHECKABLE	
n2_op6.opB	EMIT	hardware-run	UNCHECKABLE	
n2_op6.opsel	EMIT	hardware-run	UNCHECKABLE	
n2_op6.src_desc	EMIT	hardware-run	UNCHECKABLE	
n2_op8.body	OTHER	tokenization-only	UNCHECKABLE	
n2_op8.dst	OTHER	tokenization-only	UNCHECKABLE	
n2_op8.opsel	EMIT	hardware-run	UNCHECKABLE	
n2_op8.srcA_desc	EMIT	hardware-run	UNCHECKABLE	
n3_mov._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
n3_mov.companion	EMIT	hardware-run	UNCHECKABLE	
n3_mov.dst	EMIT	hardware-run	UNCHECKABLE	
n3_mov.srcA_reg	EMIT	hardware-run	UNCHECKABLE	
n3_mov.subform	EMIT	hardware-run	UNCHECKABLE	
n3_sample_read.b1	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
n3_sample_read.b3	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
n3_sample_read.tail	OTHER	untested	UNCHECKABLE	
n4_cf_word.b3	OTHER	tokenization-only	UNCHECKABLE	
n4_rt_word.dst	OTHER	tokenization-only	UNCHECKABLE	
op04_len8._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
op04_len8.body	OTHER	tokenization-only	UNCHECKABLE	
op04_len8.dst	OTHER	tokenization-only	UNCHECKABLE	
op04_len8.mode	OTHER	tokenization-only	UNCHECKABLE	
operand_word.b0	OTHER	tokenization-only	UNCHECKABLE	
operand_word.b1	OTHER	tokenization-only	UNCHECKABLE	
operand_word_x2_h5.b0	OTHER	tokenization-only	UNCHECKABLE	
operand_word_x2_h5.b1	OTHER	tokenization-only	UNCHECKABLE	
operand_word_x2_h6.b0	OTHER	tokenization-only	UNCHECKABLE	
operand_word_x2_h6.b1	OTHER	tokenization-only	UNCHECKABLE	
operand_word_x2_h7.b0	OTHER	tokenization-only	UNCHECKABLE	
operand_word_x2_h7.b1	OTHER	tokenization-only	UNCHECKABLE	
pack_convert._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
pack_convert.b7	EMIT	hardware-run	SUPPORTED	agreement-vs-raw;coverage-keys-vs-raw
pack_convert.cvt_enable	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
pack_convert.dst	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
pack_convert.fmt_sel	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
pack_convert.mode	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
pack_convert.src_desc	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
pack_convert.src_lane0	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
pack_convert.src_lane1	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
packed_half2_hi.dst	EMIT	hardware-run	UNCHECKABLE	
packed_half2_hi.mods	OTHER	untested	UNCHECKABLE	
packed_half2_hi.srcA	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
packed_half2_hi.srcB	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
pad_operand.hi	OTHER	tokenization-only	UNCHECKABLE	
pad_operand.word	OTHER	tokenization-only	UNCHECKABLE	
pixel_order.b5	EMIT	hardware-run	UNCHECKABLE	
pixel_order.flags	EMIT	hardware-run	UNCHECKABLE	
pixel_order.scope	EMIT	hardware-run	UNCHECKABLE	
pop_reconverge.reserved	OTHER	untested	UNCHECKABLE	
pop_reconverge.scope	OTHER	untested	UNCHECKABLE	
pop_reconverge.scope_kind	EMIT	hardware-run	UNCHECKABLE	
psel._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
psel.flag	EMIT	hardware-run	UNCHECKABLE	
psel.mode	EMIT	hardware-run	UNCHECKABLE	
psel.sel	EMIT	hardware-run	UNCHECKABLE	
ray_move.b3	OTHER	untested	UNCHECKABLE	
ray_move_copy6.optype	OTHER	untested	UNCHECKABLE	
reg_move_c0._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
reg_move_c0.dst	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c0.op_desc	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c0.src_class	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c0.src_flag	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c0.src_reg	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c1._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
reg_move_c1.dst	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c1.op_desc	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c1.src_class	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c1.src_flag	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c1.src_reg	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c2var.dst	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c2var.op_desc	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c2var.src_flag	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c2var.src_reg	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c2var.subform	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c9._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
reg_move_c9.dst	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c9.op_desc	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c9.src_class	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c9.src_flag	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_c9.src_reg	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
reg_move_cb._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
reg_move_cb.b3	EMIT	hardware-run	SUPPORTED	ladder-moved-vs-raw;coverage-keys-vs-raw
reg_move_cb.dst	EMIT	hardware-run	SUPPORTED	coverage-keys-vs-raw
reg_move_cb.form	EMIT	hardware-run	SUPPORTED	coverage-keys-vs-raw
reg_move_cb.src	EMIT	hardware-run	SUPPORTED	ladder-moved-vs-raw;coverage-keys-vs-raw
ret.linkmode	EMIT	hardware-run	UNCHECKABLE	
ret.scoreboard	OTHER	corpus-correlation	SUPPORTED	coverage-keys-vs-raw
ret_luse._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
ret_luse.linkmode	OTHER	untested	UNCHECKABLE	
ret_luse.tail	EMIT	hardware-run	UNCHECKABLE	
rt_intersect._instruction	OTHER	corpus-correlation	UNCHECKABLE	
rt_intersect.as_type	OTHER	corpus-correlation	UNCHECKABLE	
rt_intersect.b5	OTHER	untested	UNCHECKABLE	
rt_intersect.b7	OTHER	untested	UNCHECKABLE	
rt_intersect.dst	OTHER	corpus-correlation	UNCHECKABLE	
rt_intersect.mode	OTHER	corpus-correlation	UNCHECKABLE	
rt_intersect.ray_param	OTHER	corpus-correlation	UNCHECKABLE	
rt_query_traverse.dst	OTHER	untested	UNCHECKABLE	
rt_query_traverse.opA	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
rt_query_traverse.opB	OTHER	untested	UNCHECKABLE	
rt_query_traverse.sel	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
rt_query_traverse2.b5	OTHER	tokenization-only	UNCHECKABLE	
rt_query_traverse2.b6	OTHER	tokenization-only	UNCHECKABLE	
rt_query_traverse2.b7	OTHER	tokenization-only	UNCHECKABLE	
rt_query_traverse2.dst	OTHER	tokenization-only	UNCHECKABLE	
rt_query_traverse2.getter	OTHER	tokenization-only	UNCHECKABLE	
rt_query_traverse2.sel	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.idx_dst	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.idx_hi	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.idx_lo	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.marker	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.rsv11	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.rsv4	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.scale	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_ldidx.wtype	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_short.reg	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_short.rsv4	OTHER	tokenization-only	UNCHECKABLE	
rt_ray_mem_short.rsv5	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.dst	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.mark2	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.opA	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.opAflags	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.opAmod	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.opB	OTHER	tokenization-only	UNCHECKABLE	
rt_transform_test.src	OTHER	tokenization-only	UNCHECKABLE	
rtq_dualsrc.b3	OTHER	tokenization-only	UNCHECKABLE	
rtq_dualsrc.opA	OTHER	tokenization-only	UNCHECKABLE	
rtq_dualsrc.opB	OTHER	tokenization-only	UNCHECKABLE	
rtq_state_move._instruction	EMIT_INSTR	isolated-byte-diff	SUPPORTED	hand-adjudicated
rtq_state_move.dst	EMIT	hardware-run	UNCHECKABLE	
rtq_state_move.src	EMIT	hardware-run	UNCHECKABLE	
scoreboard_fence.scope	OTHER	tokenization-only	UNCHECKABLE	
sel._instruction	EMIT_INSTR	hardware-run	OVERSTATED	hand-adjudicated
sel.b1	EMIT	hardware-run	OVERSTATED	hand-adjudicated
sel.b2	EMIT	hardware-run	OVERSTATED	hand-adjudicated
sel.selFalse	EMIT	hardware-run	OVERSTATED	hand-adjudicated
sfu_marker._instruction	OTHER	tokenization-only	UNCHECKABLE	
sfu_marker.b0_hi	EMIT	hardware-run	UNCHECKABLE	
sfu_marker.b1_hi	EMIT	hardware-run	UNCHECKABLE	
shift_amt_move._instruction	EMIT_INSTR	isolated-byte-diff	UNCHECKABLE	
shift_amt_move.dst	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
shift_amt_move.kind	EMIT	hardware-run	SUPPORTED	coverage-keys-vs-raw
shift_amt_move.op_desc	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
shift_amt_move.src_flag	OTHER	untested	UNCHECKABLE	
shift_amt_move.src_reg	EMIT	hardware-run	SUPPORTED	outcomes-histogram-vs-raw
simd_ballot.cache	OTHER	single-template-inference	UNCHECKABLE	
simd_ballot.dst	EMIT	isolated-byte-diff	UNCHECKABLE	
simd_ballot.form_sig	EMIT	isolated-byte-diff	UNCHECKABLE	
simd_ballot.pred	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
simd_reduce.dst	EMIT	isolated-byte-diff	UNCHECKABLE	
simd_reduce.dtype	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
simd_reduce.op	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
simd_shuffle.cache	OTHER	single-template-inference	UNCHECKABLE	
simd_shuffle.dir	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
simd_shuffle.dst	EMIT	isolated-byte-diff	UNCHECKABLE	
simd_shuffle.lane	EMIT	hardware-run	SUPPORTED	citation-repair-negative-half
simd_shuffle.mode	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
simd_shuffle.rsv9	EMIT	hardware-run	UNCHECKABLE	
spill_frame_marker._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
spill_frame_marker.b1	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
spill_frame_marker.b2	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
spill_frame_marker.b3	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
sr_read_wide._instruction	EMIT_INSTR	isolated-byte-diff	SUPPORTED	hand-adjudicated
sr_read_wide.dst	EMIT	hardware-run	UNCHECKABLE	
sr_read_wide.marshal	EMIT	hardware-run	UNCHECKABLE	
sr_read_wide.operand	EMIT	hardware-run	UNCHECKABLE	
sr_read_wide.phase	EMIT	hardware-run	UNCHECKABLE	
sr_read_wide.sel	EMIT	hardware-run	UNCHECKABLE	
sr_read_wide.width	EMIT	hardware-run	UNCHECKABLE	
stop.reserved	OTHER	untested	SUPPORTED	citation-repair-negative-half
tex_addr_setup._instruction	OTHER	corpus-correlation	UNCHECKABLE	
tex_addr_setup.cache	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.form	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.op_cnt	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.op_desc9	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.op_hi	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.op_mode	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.op_reg	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.op_reg2	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.rsv11	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.rsv6	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_addr_setup.src_desc	OTHER	untested	SUPPORTED	zero-dispatch-claim-vs-raw
tex_coord_setup._instruction	OTHER	corpus-correlation	UNCHECKABLE	
tex_coord_setup.b5	EMIT	hardware-run	UNCHECKABLE	
tex_coord_setup.b6	EMIT	hardware-run	UNCHECKABLE	
tex_coord_setup.b8	EMIT	hardware-run	UNCHECKABLE	
tex_coord_setup.b9	OTHER	single-template-inference	UNCHECKABLE	
tex_coord_setup.idx	EMIT	hardware-run	UNCHECKABLE	
tex_deriv.axis	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
tex_deriv.dstsrc	OTHER	untested	UNCHECKABLE	
tex_sample.chain	EMIT	hardware-run	UNCHECKABLE	
tex_sample.comp_flags	EMIT	hardware-run	UNCHECKABLE	
tex_sample.coord	EMIT	hardware-run	UNCHECKABLE	
tex_sample.kind	EMIT	hardware-run	UNCHECKABLE	
tex_sample.lod_present	EMIT	hardware-run	UNCHECKABLE	
tex_sample.mode	OTHER	untested	UNCHECKABLE	
tex_sample.result_desc	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
tex_sample.result_sel	EMIT	hardware-run	UNCHECKABLE	
tex_sample.samp_extra	EMIT	hardware-run	UNCHECKABLE	
tex_sample.samp_slot_offset	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
tex_sample.tex_slot	EMIT	hardware-run	SUPPORTED	citation-repair-negative-half
tex_sample.tex_type	EMIT	hardware-run	UNCHECKABLE	
tex_sample.variant	EMIT	hardware-run	SUPPORTED	citation-repair-negative-half
tex_write.amode	OTHER	untested	UNCHECKABLE	
tex_write.coord_pack	EMIT	isolated-byte-diff	UNCHECKABLE	
tex_write.rsv11	OTHER	untested	UNCHECKABLE	
tg_addr_compute._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
tg_addr_compute.b3	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
tg_addr_compute.b4	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
tg_addr_compute.b5	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
tg_atomic_prep10._instruction	OTHER	corpus-correlation	UNCHECKABLE	
tg_atomic_prep10.body	OTHER	corpus-correlation	UNCHECKABLE	
tg_atomic_prep10.dst	OTHER	corpus-correlation	UNCHECKABLE	
tg_atomic_prep10.tail	OTHER	corpus-correlation	UNCHECKABLE	
threadgroup_barrier.b5	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
threadgroup_barrier.flags	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
threadgroup_barrier.mem_scope	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
