key	grade	label	bucket	checks
threadgroup_barrier.sub	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
tile_read.b2	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
tile_read.b4	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
tile_read.b6_hi	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
tile_read.b7	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
tile_read.tail	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
tile_read_mrt.b4	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
tile_read_mrt.b6_hi	OTHER	untested	SUPPORTED	coverage-keys-vs-raw
uniform_mov._instruction	EMIT_INSTR	hardware-run	UNCHECKABLE	
uniform_mov.dst	EMIT	hardware-run	SUPPORTED	agreement-vs-raw;coverage-keys-vs-raw
uniform_mov.usrc	EMIT	hardware-run	UNCHECKABLE	
unpack_convert.cache	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
unpack_convert.dst	EMIT	hardware-run	SUPPORTED	agreement-vs-raw;coverage-keys-vs-raw
unpack_convert.fmt_sel	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
unpack_convert.inert4	EMIT	hardware-run	SUPPORTED	rv01-measurements-vs-EXP-0144
unpack_convert.opdesc	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
unpack_convert.size	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
unpack_convert.src	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
unpack_convert.src_class	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
vary_slot._instruction	OTHER	corpus-correlation	UNCHECKABLE	
vary_slot.slot	EMIT	hardware-run	SUPPORTED	coverage-keys-vs-raw
vary_store._instruction	EMIT_INSTR	isolated-byte-diff	UNCHECKABLE	
vary_store.b5_tag	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
vary_store.b7	OTHER	single-template-inference	UNCHECKABLE	
vary_store.hint1	OTHER	untested	SUPPORTED	EXP-0164-withheld-numbers
vary_store.hint2	OTHER	single-template-inference	UNCHECKABLE	
vary_store.hint6	EMIT	hardware-run	UNCHECKABLE	
vary_store.out_slot	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
vary_store.src	EMIT	isolated-byte-diff	SUPPORTED	citation-repair-negative-half
vtx_coord_xform._instruction	EMIT_INSTR	isolated-byte-diff	UNCHECKABLE	
vtx_coord_xform.mode	EMIT	hardware-run	UNCHECKABLE	
vtx_coord_xform.operand	OTHER	untested	UNCHECKABLE	
vtx_coord_xform.sel	EMIT	isolated-byte-diff	UNCHECKABLE	
vtx_out_pos.dst	OTHER	untested	UNCHECKABLE	
